SUBJECT_CUI,PREDICATE,OBJECT_CUI,frequency,Source,SUBJECT_SEMTYPE,OBJECT_SEMTYPE
C0681814,USES,C0282611,2919.0,SemMedDB,resa,medd
C0020699,TREATS,C0030705,2915.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0021641|3630,2914.0,SemMedDB,topp,"aapp,phsu"
C0085297,TREATS,C0030705,2908.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C0039991,TREATS,C0030705,2907.0,SemMedDB,topp,"humn,podg"
C0087111,TREATS,C0019204,2906.0,SemMedDB,topp,neop
C0040732,TREATS,C0019204,2904.0,SemMedDB,topp,neop
C0436307,TREATS,C0030705,2904.0,SemMedDB,topp,"humn,podg"
C0243077,TREATS,C0006826,2894.0,SemMedDB,chvf,neop
C0220908,USES,C0041618,2892.0,SemMedDB,hlca,diap
C0013216,USES,C0016360,2888.0,SemMedDB,topp,"nnon,phsu"
C0087111,USES,C0796392,2885.0,SemMedDB,topp,"aapp,phsu"
C0002932,TREATS,C0030705,2884.0,SemMedDB,phsu,"humn,podg"
C0002199,TREATS,C0030705,2883.0,SemMedDB,"aapp,phsu","humn,podg"
C0003280,TREATS,C0030705,2882.0,SemMedDB,phsu,"humn,podg"
C0087111,USES,C0003448,2878.0,SemMedDB,topp,phsu
C0079083,TREATS,C0030705,2869.0,SemMedDB,"orch,phsu","humn,podg"
C0039286,TREATS,C0006142,2868.0,SemMedDB,"orch,phsu",neop
C0472699,TREATS,C0030705,2867.0,SemMedDB,topp,"humn,podg"
C0162589,TREATS,C0030705,2867.0,SemMedDB,medd,"humn,podg"
C0001617,TREATS,C0004096,2861.0,SemMedDB,"horm,orch,phsu",dsyn
C0087111,USES,C0020281,2858.0,SemMedDB,topp,"inch,irda,phsu"
C0002996,TREATS,C0030705,2857.0,SemMedDB,topp,"humn,podg"
C0520484,TREATS,C0025932,2856.0,SemMedDB,topp,mamm
C0087111,USES,C0013089,2852.0,SemMedDB,topp,"antb,orch"
C0017725,TREATS,C0034693,2851.0,SemMedDB,"bacs,carb,orch,phsu",mamm
C1533685,USES,C0001617,2842.0,SemMedDB,topp,phsu
C0019139,TREATS,C0030705,2828.0,SemMedDB,"carb,orch,phsu","humn,podg"
C0087111,USES,C0032950,2823.0,SemMedDB,topp,phsu
C0087111,TREATS,C0030567,2818.0,SemMedDB,topp,dsyn
C0025086,USES,C0262878,2816.0,SemMedDB,diap,medd
C0087111,TREATS,C0025266,2808.0,SemMedDB,topp,"humn,popg"
C0936012,USES,C1709846,2798.0,SemMedDB,resa,mbrt
C1515075,USES,C0042874,2794.0,SemMedDB,topp,lipd
C0019635,USES,C0162788,2793.0,SemMedDB,lbpr,lbpr
C0039601,TREATS,C0025266,2790.0,SemMedDB,"horm,orch,phsu","humn,popg"
C0087111,USES,C0016018,2780.0,SemMedDB,topp,phsu
C0020268,TREATS,C0030705,2779.0,SemMedDB,"horm,orch,phsu","humn,podg"
C0017710,TREATS,C0030705,2769.0,SemMedDB,"horm,orch,strd","humn,podg"
C0087111,TREATS,C0009932,2766.0,SemMedDB,topp,"grup,humn"
C0035139,USES,C0002520,2763.0,SemMedDB,topp,aapp
C0007876,TREATS,C0043210,2761.0,SemMedDB,topp,"humn,popg"
C0728940,USES,C0021102,2748.0,SemMedDB,topp,medd
C0013227,TREATS,C0034693,2747.0,SemMedDB,phsu,mamm
C0087111,USES,C0039654,2745.0,SemMedDB,topp,phsu
C0039593,USES,C0182315,2739.0,SemMedDB,resa,medd
C0087111,USES,C0209738,2738.0,SemMedDB,topp,"nnon,phsu"
C0349707,TREATS,C0030705,2728.0,SemMedDB,topp,"humn,podg"
C0008972,USES,C0162788,2727.0,SemMedDB,resa,"lbpr,mbrt"
C1510438,USES,C1334435,2723.0,SemMedDB,lbpr,aapp
C0087111,TREATS,C0002395,2722.0,SemMedDB,topp,dsyn
C1260969,USES,C1177221,2722.0,SemMedDB,medd,phsu
C0206074,TREATS,C0030705,2713.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0021102,2707.0,SemMedDB,topp,medd
C1719039,USES,C1428114|219793,2705.0,SemMedDB,lbpr,aapp
C0054015,TREATS,C0030705,2703.0,SemMedDB,"aapp,horm,phsu","humn,podg"
C0728940,TREATS,C0006826,2698.0,SemMedDB,topp,neop
C0087111,USES,C0003241,2694.0,SemMedDB,topp,"aapp,gngm,phsu"
C0087111,USES,C0021246,2693.0,SemMedDB,topp,"orch,phsu"
C0042866,TREATS,C0030705,2690.0,SemMedDB,"horm,phsu","humn,podg"
C1533685,USES,C0013227,2687.0,SemMedDB,topp,phsu
C0006098,TREATS,C0030705,2686.0,SemMedDB,topp,"humn,podg"
C0019134,TREATS,C0030705,2680.0,SemMedDB,"bacs,carb,orch,phsu","humn,podg"
C0020699,TREATS,C0043210,2679.0,SemMedDB,topp,"humn,popg"
C1261322,USES,C0043299,2675.0,SemMedDB,hlca,diap
C0728747,TREATS,C0030705,2666.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C0023810,STIMULATES,C1448177|7124,2658.0,SemMedDB,"lipd,orch","aapp,bacs,gngm"
C0021107,USES,C0281945,2654.0,SemMedDB,topp,medd
C1456587,TREATS,C0028754,2649.0,SemMedDB,topp,dsyn
C0242402,TREATS,C0030705,2647.0,SemMedDB,"hops,orch,phsu","humn,podg"
C0013227,TREATS,C0011860,2642.0,SemMedDB,phsu,dsyn
C0299583|3952,TREATS,C0030705,2642.0,SemMedDB,"aapp,horm","humn,podg"
C1257890,USES,C0032042,2638.0,SemMedDB,popg,medd
C0087111,USES,C0162589,2634.0,SemMedDB,topp,medd
C0005961,TREATS,C0030705,2631.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C1448177|7124,2628.0,SemMedDB,topp,aapp
C0025086,USES,C0026020,2628.0,SemMedDB,diap,lbpr
C0002903,TREATS,C0030705,2628.0,SemMedDB,topp,"humn,podg"
C1510984,TREATS,C0030705,2618.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0279328,2616.0,SemMedDB,topp,phsu
C0947630,USES,C5392994,2610.0,SemMedDB,resa,mbrt
C4763675,TREATS,C0030705,2602.0,SemMedDB,topp,"humn,podg"
C0087111,TREATS,C0011847,2598.0,SemMedDB,topp,dsyn
C0185115,USES,C0043047,2596.0,SemMedDB,topp,"inch,phsu"
C0278329,USES,C0242402,2595.0,SemMedDB,hlca,phsu
C0002997,TREATS,C0030705,2588.0,SemMedDB,topp,"humn,podg"
C1441717,USES,C0041945,2584.0,SemMedDB,lbpr,aapp
C0087111,TREATS,C0028754,2584.0,SemMedDB,topp,dsyn
C0013806,TREATS,C0030705,2580.0,SemMedDB,topp,"humn,podg"
C0394664,TREATS,C0030705,2573.0,SemMedDB,topp,"humn,podg"
C0025086,USES,C0242849,2571.0,SemMedDB,diap,lbpr
C1510438,USES,C0182400,2570.0,SemMedDB,lbpr,medd
C0030705,USES,C0025071,2556.0,SemMedDB,podg,rnlw
C0398395,TREATS,C0030705,2553.0,SemMedDB,topp,podg
C0007876,TREATS,C0030705,2551.0,SemMedDB,topp,"humn,podg"
C1293130,TREATS,C0030705,2544.0,SemMedDB,topp,"humn,podg"
C0030705,USES,C0032042,2539.0,SemMedDB,"humn,podg",medd
C0392920,TREATS,C0030705,2533.0,SemMedDB,topp,"humn,podg"
C0040736,TREATS,C0030705,2522.0,SemMedDB,topp,"humn,podg"
C0015259,TREATS,C0027361,2515.0,SemMedDB,dora,"humn,popg"
C0003289,TREATS,C0011581,2509.0,SemMedDB,phsu,mobd
C0026606,TREATS,C0030705,2503.0,SemMedDB,dora,"humn,podg"
C0936012,USES,C1514628,2503.0,SemMedDB,resa,mbrt
C0026606,TREATS,C0008059,2501.0,SemMedDB,dora,"aggp,humn"
C1522577,USES,C0002978,2494.0,SemMedDB,hlca,diap
C0282493,TREATS,C0030705,2492.0,SemMedDB,topp,"humn,podg"
C0026549,TREATS,C0034693,2487.0,SemMedDB,"orch,phsu",mamm
C0030054,TREATS,C0030705,2483.0,SemMedDB,"bacs,elii,phsu","humn,podg"
C1122087,TREATS,C0030705,2475.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C0003211,TREATS,C0030705,2473.0,SemMedDB,phsu,"humn,podg"
C0013216,TREATS,C0027651,2470.0,SemMedDB,topp,neop
C0679560,USES,C0017428,2467.0,SemMedDB,lbpr,aapp
C0040590,TREATS,C0030705,2467.0,SemMedDB,topp,"humn,podg"
C0279025,TREATS,C0030705,2462.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0040165,2453.0,SemMedDB,topp,"aapp,phsu"
C0348025,TREATS,C0030705,2448.0,SemMedDB,topp,"humn,podg"
C1510438,USES,C0022917,2441.0,SemMedDB,lbpr,aapp
C0543467,TREATS,C0221198,2441.0,SemMedDB,topp,fndg
C0040732,TREATS,C0008059,2439.0,SemMedDB,topp,"aggp,humn"
C0194810,TREATS,C0025266,2439.0,SemMedDB,topp,"humn,popg"
C1139730,USES,C0017725,2438.0,SemMedDB,medd,phsu
C0087111,TREATS,C0079488,2435.0,SemMedDB,topp,bact
C0936012,USES,C1511790,2429.0,SemMedDB,resa,topp
C0003402,TREATS,C0030705,2426.0,SemMedDB,phsu,"humn,podg"
C0010124,TREATS,C0034693,2425.0,SemMedDB,"horm,orch,phsu",mamm
C0005841,TREATS,C0030705,2420.0,SemMedDB,topp,"humn,podg"
C0021368,COEXISTS_WITH,C0012634,2418.0,SemMedDB,patf,dsyn
C0023810,STIMULATES,C0028128,2407.0,SemMedDB,"lipd,orch","bacs,inch,orch,phsu"
C0282611,USES,C0043047,2406.0,SemMedDB,medd,phsu
C0451615,TREATS,C0030705,2401.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0010583,2400.0,SemMedDB,topp,"opco,phsu"
C1510438,USES,C1285573,2398.0,SemMedDB,lbpr,lbpr
C0805586,USES,C0011900,2396.0,SemMedDB,hlca,diap
C0087111,USES,C0032952,2396.0,SemMedDB,topp,"horm,phsu"
C1096021,TREATS,C0030705,2393.0,SemMedDB,topp,"humn,podg"
C0013216,TREATS,C0012634,2391.0,SemMedDB,topp,dsyn
C0008555,USES,C1511790,2390.0,SemMedDB,lbpr,topp
C0003232,TREATS,C0008059,2379.0,SemMedDB,antb,"aggp,humn"
C0220908,TREATS,C0043210,2379.0,SemMedDB,hlca,"humn,popg"
C0936012,USES,C1514433,2372.0,SemMedDB,resa,mbrt
C0455142,USES,C0021027,2369.0,SemMedDB,topp,aapp
C0087111,USES,C0009079,2365.0,SemMedDB,topp,"orch,phsu"
C0243192,TREATS,C0030705,2364.0,SemMedDB,phsu,"humn,podg"
C0087111,TREATS,C0036341,2361.0,SemMedDB,topp,mobd
C0014939,TREATS,C0043210,2360.0,SemMedDB,"horm,orch,phsu","humn,popg"
C0087111,TREATS,C0175677,2360.0,SemMedDB,topp,inpo
C0087111,COEXISTS_WITH,C1522577,2351.0,SemMedDB,topp,hlca
C0040044,TREATS,C0030705,2351.0,SemMedDB,topp,"humn,podg"
C0023570,TREATS,C0030567,2346.0,SemMedDB,"aapp,phsu",dsyn
C0039194,PRODUCES,C0079189,2345.0,SemMedDB,cell,"aapp,gngm"
C0936012,USES,C0182400,2343.0,SemMedDB,resa,medd
C0728940,USES,C1615057,2342.0,SemMedDB,topp,phsu
C0857127,TREATS,C0034693,2341.0,SemMedDB,topp,mamm
C0003611,TREATS,C0030705,2339.0,SemMedDB,topp,"humn,podg"
C0042313,TREATS,C0030705,2326.0,SemMedDB,"aapp,antb","humn,podg"
C0030705,USES,C0175649,2326.0,SemMedDB,"humn,podg",medd
C0013227,TREATS,C0002395,2323.0,SemMedDB,phsu,dsyn
C0524865,USES,C0021102,2321.0,SemMedDB,topp,medd
C0015260,USES,C0184069,2321.0,SemMedDB,diap,medd
C0087111,USES,C0034085,2320.0,SemMedDB,topp,"bacs,lipd,phsu"
C0087111,USES,C0286651,2319.0,SemMedDB,topp,"orch,phsu"
C1136254,TREATS,C0030705,2316.0,SemMedDB,phsu,"humn,podg"
C0194086,TREATS,C0030705,2314.0,SemMedDB,topp,"humn,podg"
C0035253,TREATS,C0030705,2311.0,SemMedDB,dora,"humn,podg"
C0087111,USES,C0074554,2311.0,SemMedDB,topp,"orch,phsu"
C1510438,USES,C1441616,2310.0,SemMedDB,lbpr,lbpr
C0024485,USES,C0729631,2309.0,SemMedDB,diap,elii
C0021641,TREATS,C0034693,2309.0,SemMedDB,"aapp,horm,phsu",mamm
C1273869,TREATS,C0012634,2294.0,SemMedDB,hlca,dsyn
C0087111,USES,C0016365,2293.0,SemMedDB,topp,"orch,phsu"
C0021107,USES,C0162589,2292.0,SemMedDB,topp,medd
C0017337,ASSOCIATED_WITH,C0006826,2285.0,SemMedDB,"aapp,gngm",neop
C0016640,USES,C0002620,2285.0,SemMedDB,lbpr,irda
C0009429,USES,C0052430,2283.0,SemMedDB,topp,"orch,phsu"
C0175722,USES,C0441069,2279.0,SemMedDB,medd,mnob
C0042196,TREATS,C0030705,2278.0,SemMedDB,topp,"humn,podg"
C0034618,TREATS,C0007097,2277.0,SemMedDB,topp,neop
C0085076,USES,C0021102,2276.0,SemMedDB,topp,medd
C1516119,TREATS,C0019204,2275.0,SemMedDB,"orch,phsu",neop
C0032113,TREATS,C0030705,2273.0,SemMedDB,topp,"humn,podg"
C0184661,TREATS,C0043210,2268.0,SemMedDB,"hlca,topp","humn,popg"
C0193788,TREATS,C0030705,2254.0,SemMedDB,topp,podg
C0033684,INTERACTS_WITH,C0007634,2253.0,SemMedDB,"aapp,gngm",cell
C0087111,USES,C0002598,2252.0,SemMedDB,topp,"orch,phsu"
C0021107,USES,C0810633,2251.0,SemMedDB,topp,medd
C1273869,TREATS,C0001675,2247.0,SemMedDB,hlca,"aggp,humn"
C1273869,TREATS,C0205653,2245.0,SemMedDB,hlca,"aggp,humn"
C0003506,TREATS,C0003507,2245.0,SemMedDB,topp,dsyn
C0087111,USES,C0010858,2244.0,SemMedDB,topp,phsu
C0687732,TREATS,C0030705,2238.0,SemMedDB,topp,"humn,podg"
C0023570,TREATS,C0030705,2237.0,SemMedDB,"aapp,nsba,phsu","humn,podg"
C0087111,TREATS,C0009566,2235.0,SemMedDB,topp,patf
C0013227,TREATS,C0004096,2232.0,SemMedDB,phsu,dsyn
C0011900,TREATS,C0012634,2228.0,SemMedDB,hlca,dsyn
C1101610,ASSOCIATED_WITH,C0012634,2226.0,SemMedDB,"bacs,nnon",dsyn
C0354604,TREATS,C0004238,2226.0,SemMedDB,"orch,phsu","dsyn,patf"
C1533685,USES,C0038432,2225.0,SemMedDB,topp,antb
C0025086,USES,C0678118,2223.0,SemMedDB,diap,lbpr
C0087111,TREATS,C0877373,2221.0,SemMedDB,topp,neop
C1268567,TREATS,C0030705,2215.0,SemMedDB,phsu,podg
C0949766,TREATS,C0030705,2215.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0003158,2212.0,SemMedDB,topp,phsu
C0016642,TREATS,C0016658,2209.0,SemMedDB,topp,inpo
C0008972,USES,C0181845,2209.0,SemMedDB,resa,medd
C0087111,USES,C0027803,2206.0,SemMedDB,topp,aapp
C0087111,TREATS,C0205653,2205.0,SemMedDB,topp,"aggp,humn"
C1273869,TREATS,C0028754,2201.0,SemMedDB,hlca,dsyn
C0087111,USES,C0144576,2193.0,SemMedDB,topp,"orch,phsu"
C0079427,ASSOCIATED_WITH,C0006826,2192.0,SemMedDB,"aapp,gngm",neop
C0087111,USES,C0072980,2191.0,SemMedDB,topp,"antb,orch"
C0459914,TREATS,C0030705,2189.0,SemMedDB,topp,"humn,podg"
C1510438,USES,C1446680,2185.0,SemMedDB,lbpr,lbpr
C0028351,TREATS,C0034693,2184.0,SemMedDB,"horm,nsba,orch,phsu",mamm
C0209738,TREATS,C0030705,2174.0,SemMedDB,"nnon,orch,phsu","humn,podg"
C0024128,TREATS,C0030705,2172.0,SemMedDB,topp,"humn,podg"
C0014441,USES,C0003250,2168.0,SemMedDB,lbpr,"aapp,gngm"
C1515075,USES,C0003402,2168.0,SemMedDB,topp,phsu
C0085149,TREATS,C0030705,2166.0,SemMedDB,"orch,phsu","humn,podg"
C0040398,USES,C0046056,2165.0,SemMedDB,diap,"irda,orch"
C0087111,USES,C0728747,2163.0,SemMedDB,topp,"aapp,phsu"
C0031740,USES,C0003232,2161.0,SemMedDB,topp,antb
C1515075,USES,C0010286,2160.0,SemMedDB,topp,aapp
C0282402,TREATS,C0043210,2156.0,SemMedDB,topp,"humn,popg"
C0728940,USES,C0350056,2153.0,SemMedDB,topp,phsu
C0034606,USES,C0047506,2152.0,SemMedDB,diap,"irda,phsu"
C0087111,USES,C1268567,2149.0,SemMedDB,topp,phsu
C0087111,TREATS,C0033860,2140.0,SemMedDB,topp,dsyn
C0087111,TREATS,C0041296,2136.0,SemMedDB,topp,dsyn
C0079989,TREATS,C0030705,2136.0,SemMedDB,topp,"humn,podg"
C0728940,TREATS,C0494165,2135.0,SemMedDB,topp,neop
C1280903,TREATS,C0030705,2135.0,SemMedDB,topp,"humn,podg"
C0543467,TREATS,C1457887,2132.0,SemMedDB,topp,sosy
C0009079,TREATS,C0030705,2123.0,SemMedDB,"orch,phsu","humn,podg"
C1609165,TREATS,C0030705,2121.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C0087111,TREATS,C0029456,2120.0,SemMedDB,topp,dsyn
C0014912,TREATS,C0034693,2118.0,SemMedDB,"horm,orch,phsu",mamm
C0450442,TREATS,C0012634,2115.0,SemMedDB,chvf,dsyn
C0087111,TREATS,C0014544,2113.0,SemMedDB,topp,dsyn
C0024881,TREATS,C0006142,2112.0,SemMedDB,topp,neop
C1515119,TREATS,C0030705,2108.0,SemMedDB,topp,"humn,podg"
C0677850,TREATS,C0006142,2104.0,SemMedDB,topp,neop
C1273869,TREATS,C0237401,2103.0,SemMedDB,hlca,"grup,humn"
C0936012,USES,C0599748,2102.0,SemMedDB,resa,mbrt
C0087111,USES,C0006230,2102.0,SemMedDB,topp,"orch,phsu"
C1443775,TREATS,C0030705,2101.0,SemMedDB,phsu,"humn,podg"
C0032950,TREATS,C0030705,2099.0,SemMedDB,"orch,phsu","humn,podg"
C0162428,TREATS,C0030705,2093.0,SemMedDB,topp,"humn,podg"
C0198482,TREATS,C0030705,2092.0,SemMedDB,topp,"humn,podg"
C0201657,USES,C1441604,2090.0,SemMedDB,lbpr,lbpr
C0040732,TREATS,C0034693,2089.0,SemMedDB,topp,mamm
C0543467,TREATS,C0009566,2088.0,SemMedDB,topp,patf
C0728940,USES,C0678695,2087.0,SemMedDB,topp,food
C0012544,TREATS,C0030705,2083.0,SemMedDB,"opco,orch,phsu","humn,podg"
C0008972,USES,C0182400,2075.0,SemMedDB,resa,medd
C0011900,COEXISTS_WITH,C0087111,2069.0,SemMedDB,hlca,topp
C0031140,TREATS,C0030705,2068.0,SemMedDB,topp,"humn,podg"
C0087111,TREATS,C0021270,2067.0,SemMedDB,topp,"aggp,humn"
C0036589,USES,C0001962,2063.0,SemMedDB,topp,phsu
C0021083,TREATS,C0006826,2061.0,SemMedDB,topp,neop
C0017337,INTERACTS_WITH,C0007634,2059.0,SemMedDB,"aapp,gngm",cell
C0087111,USES,C0020402,2058.0,SemMedDB,topp,"orch,phsu"
C0023977,TREATS,C0030705,2057.0,SemMedDB,hlca,"humn,podg"
C0023810,AUGMENTS,C0206116,2056.0,SemMedDB,"lipd,orch",cell
C1532338,TREATS,C0010054,2052.0,SemMedDB,topp,dsyn
C0087111,USES,C0019134,2049.0,SemMedDB,topp,"bacs,carb,phsu"
C0087111,USES,C0028040,2048.0,SemMedDB,topp,"hops,phsu"
C0679083,USES,C0543467,2047.0,SemMedDB,resa,topp
C0184985,TREATS,C0030705,2046.0,SemMedDB,topp,"humn,podg"
C0008565,USES,C1511790,2046.0,SemMedDB,lbpr,topp
C1563737,TREATS,C0030705,2046.0,SemMedDB,topp,"humn,podg"
C0683134,USES,C0185047,2044.0,SemMedDB,lbpr,topp
C0031740,USES,C0002563,2041.0,SemMedDB,topp,"aapp,phsu"
C0030705,USES,C0026336,2041.0,SemMedDB,"humn,podg","inpr,resd"
C0935989,TREATS,C0023473,2038.0,SemMedDB,"orch,phsu",neop
C0543467,TREATS,C0007113,2038.0,SemMedDB,topp,neop
C0204727,TREATS,C0030705,2037.0,SemMedDB,topp,"humn,podg"
C0011900,USES,C0024485,2037.0,SemMedDB,hlca,diap
C0034771,TREATS,C0030705,2036.0,SemMedDB,topp,podg
C0013030,TREATS,C0034693,2036.0,SemMedDB,"bacs,nsba,orch,phsu",mamm
C0019144,TREATS,C0019204,2034.0,SemMedDB,topp,neop
C0013089,TREATS,C0030705,2031.0,SemMedDB,"antb,orch","humn,podg"
C0018724,TREATS,C0030705,2029.0,SemMedDB,prog,podg
C0162789,USES,C0182400,2026.0,SemMedDB,"lbpr,mbrt",medd
C0487602,USES,C1441616,2024.0,SemMedDB,lbpr,lbpr
C0021107,USES,C0022709,2023.0,SemMedDB,topp,aapp
C0920347,TREATS,C0030705,2023.0,SemMedDB,topp,"humn,podg"
C1519941,USES,C0026336,2020.0,SemMedDB,resa,"inpr,resd"
C0087111,USES,C0003015,2020.0,SemMedDB,topp,phsu
C1273869,USES,C0013227,2016.0,SemMedDB,hlca,phsu
C0087111,USES,C0376541,2015.0,SemMedDB,topp,aapp
C0087111,USES,C0025815,2002.0,SemMedDB,topp,"horm,phsu"
C0087111,TREATS,C0039082,1999.0,SemMedDB,topp,dsyn
C0728940,TREATS,C0221198,1999.0,SemMedDB,topp,fndg
C0024485,USES,C0009924,1998.0,SemMedDB,diap,irda
C0013216,TREATS,C0008059,1994.0,SemMedDB,topp,"aggp,humn"
C0034991,TREATS,C0030705,1987.0,SemMedDB,topp,"humn,podg"
C0022023,COEXISTS_WITH,C0043047,1986.0,SemMedDB,elii,"inch,phsu"
C0733470|3439,TREATS,C0030705,1985.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C1135135,TREATS,C0030705,1983.0,SemMedDB,"orch,phsu","humn,podg"
C0085198,TREATS,C0152018,1982.0,SemMedDB,topp,neop
C0007634,PRODUCES,C0033684,1981.0,SemMedDB,cell,"aapp,bacs,gngm"
C0069717,TREATS,C0030705,1981.0,SemMedDB,"orch,phsu","humn,podg"
C1101610,INTERACTS_WITH,C0017337,1980.0,SemMedDB,"bacs,nnon","aapp,gngm"
C1522577,USES,C0043299,1979.0,SemMedDB,hlca,diap
C0021925,TREATS,C0030705,1978.0,SemMedDB,topp,"humn,podg"
C0007430,TREATS,C0030705,1977.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0032143,1974.0,SemMedDB,topp,"aapp,phsu"
C0087111,USES,C0003364,1973.0,SemMedDB,topp,phsu
C0677908,TREATS,C0030705,1972.0,SemMedDB,topp,"humn,podg"
C0220825,USES,C0033920,1969.0,SemMedDB,hlca,diap
C4684977,TREATS,C0030705,1968.0,SemMedDB,"imft,phsu",podg
C0995188,TREATS,C0030705,1966.0,SemMedDB,"aapp,phsu","humn,podg"
C1322815,TREATS,C0030705,1965.0,SemMedDB,medd,"humn,podg"
C0015259,TREATS,C0043210,1961.0,SemMedDB,dora,"humn,popg"
C0671970,TREATS,C0030705,1960.0,SemMedDB,"nnon,phsu",podg
C0033684,INTERACTS_WITH,C0012854,1958.0,SemMedDB,"aapp,bacs,gngm","bacs,nnon"
C0017725,STIMULATES,C0021641|3630,1957.0,SemMedDB,"bacs,carb,phsu","aapp,gngm"
C0009274,TREATS,C0030705,1957.0,SemMedDB,topp,"humn,podg"
C1273869,TREATS,C1457887,1956.0,SemMedDB,hlca,sosy
C1512814,TREATS,C0030705,1956.0,SemMedDB,topp,"humn,podg"
C0021027,TREATS,C0030705,1955.0,SemMedDB,"aapp,imft,phsu","humn,podg"
C1277289,TREATS,C0004238,1953.0,SemMedDB,topp,"dsyn,patf"
C0003241,INTERACTS_WITH,C0003320,1951.0,SemMedDB,"aapp,gngm,phsu","bacs,imft"
C0031740,TREATS,C0030705,1949.0,SemMedDB,topp,"humn,podg"
C0001563,TREATS,C0034693,1948.0,SemMedDB,topp,mamm
C1122962,TREATS,C0030705,1946.0,SemMedDB,"orch,phsu","humn,podg"
C0441509,TREATS,C0030705,1944.0,SemMedDB,topp,"humn,podg"
C0013216,TREATS,C0023467,1944.0,SemMedDB,topp,neop
C0020960,TREATS,C0034493,1943.0,SemMedDB,"aapp,phsu",mamm
C0850292,TREATS,C0019204,1943.0,SemMedDB,topp,neop
C0162788,USES,C0182400,1943.0,SemMedDB,"lbpr,mbrt",medd
C1706077,USES,C0009199,1942.0,SemMedDB,popg,medd
C0338656,COEXISTS_WITH,C0002395,1942.0,SemMedDB,"fndg,mobd",dsyn
C0087111,USES,C0006938,1939.0,SemMedDB,topp,"aapp,phsu"
C0087111,USES,C0042866,1939.0,SemMedDB,topp,phsu
C0189745,TREATS,C0030705,1939.0,SemMedDB,topp,"humn,podg"
C0035168,USES,C0026336,1934.0,SemMedDB,resa,"inpr,resd"
C0076080,TREATS,C0030705,1932.0,SemMedDB,"orch,phsu","humn,podg"
C0016640,USES,C0022262,1929.0,SemMedDB,lbpr,elii
C1519630,TREATS,C0030705,1923.0,SemMedDB,topp,podg
C0087111,USES,C0006055,1920.0,SemMedDB,topp,"aapp,hops,orch,phsu"
C0085533,TREATS,C0006142,1914.0,SemMedDB,topp,neop
C0150457,TREATS,C0030705,1914.0,SemMedDB,topp,"humn,podg"
C0019004,TREATS,C0022661,1913.0,SemMedDB,topp,dsyn
C0162788,USES,C0181909,1912.0,SemMedDB,"lbpr,mbrt","medd,mnob"
C1273869,TREATS,C0001792,1907.0,SemMedDB,hlca,"aggp,humn,popg"
C0087111,USES,C0073096,1907.0,SemMedDB,topp,"orch,phsu"
C1511790,COEXISTS_WITH,C0011900,1906.0,SemMedDB,topp,hlca
C0087111,TREATS,C0599755,1904.0,SemMedDB,topp,"humn,popg"
C0358591,TREATS,C0030705,1901.0,SemMedDB,phsu,"humn,podg"
C0087111,USES,C1516119,1899.0,SemMedDB,topp,"orch,phsu"
C0087111,TREATS,C0038454,1899.0,SemMedDB,topp,dsyn
C0344211,TREATS,C0030705,1899.0,SemMedDB,"hlca,topp","humn,podg"
C1511562,TREATS,C0030705,1895.0,SemMedDB,topp,"humn,podg"
C0033972,TREATS,C0030705,1895.0,SemMedDB,topp,"humn,podg"
C0087111,USES,C0001047,1894.0,SemMedDB,topp,aapp
C0021932,TREATS,C0030705,1892.0,SemMedDB,topp,"humn,podg"
C1515075,USES,C0003968,1891.0,SemMedDB,topp,"carb,phsu"
C0184661,USES,C0005558,1889.0,SemMedDB,hlca,diap
C0019993,TREATS,C0008059,1888.0,SemMedDB,hlca,"aggp,humn"
C0087111,USES,C0003211,1887.0,SemMedDB,topp,phsu
C0149783,TREATS,C0030705,1886.0,SemMedDB,topp,"humn,podg"
C1261322,USES,C0040395,1886.0,SemMedDB,hlca,diap
C0087111,TREATS,C0001792,1885.0,SemMedDB,topp,"aggp,humn,popg"
C0023690,TREATS,C0030705,1883.0,SemMedDB,topp,"humn,podg"
C0004482,TREATS,C0030705,1879.0,SemMedDB,"hops,orch,phsu","humn,podg"
C1522577,TREATS,C0599755,1878.0,SemMedDB,hlca,"humn,popg"
C0717758,TREATS,C0030705,1875.0,SemMedDB,"aapp,phsu","humn,podg"
C0017337,ASSOCIATED_WITH,C0021368,1874.0,SemMedDB,"aapp,gngm",patf
C0123931,TREATS,C0030705,1874.0,SemMedDB,"orch,phsu","humn,podg"
C1536078,TREATS,C0030705,1874.0,SemMedDB,topp,podg
C0035139,USES,C0184252,1873.0,SemMedDB,topp,medd
C0087111,USES,C0030842,1872.0,SemMedDB,topp,"antb,orch"
